Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
3480771,1,3480785,,8/13/2010 21:25,,637,1019068,"<p>I have a shopping cart that displays product options in a dropdown menu, and I want to make some other fields on the page only visible if they select ""Yes"" in the previous option.  The problem is that the shopping cart also includes the price modifier in the text, and that can be different for each product.  So if I do this it works:</p>

<pre><code>$(document).ready(function() {
    $('select[id=""Engraving""]').change(function() {
        var str = $('select[id=""Engraving""] option:selected').text();
        if (str == ""Yes (+ $6.95)"") {
            $('.engraving').show();
        } else {
            $('.engraving').hide();
        }
    });
});
</code></pre>

<p>However I would rather use something like this:</p>

<pre><code>$(document).ready(function() {
    $('select[id=""Engraving""]').change(function() {
        var str = $('select[id=""Engraving""] option:selected').text();
        if (str *= ""Yes"") {
            $('.engraving').show();
        } else {
            $('.engraving').hide();
        }
    });
});
</code></pre>

<p>Which doesn't work.  </p>

<p>I only want to perform the action if the selected option contains the word ""Yes"", and would ignore the price modifier.</p>

<p>I appreciate any help.</p>
",420022,,904874,,2/19/2016 6:39,1/17/2017 14:45,How do I check if string contains substring?,<javascript><jquery><string><contains>,12,4,135,,
469357,1,469362,,1/22/2009 14:36,,460,1021855,"<p>Any quick way to set an HTML text input (<code>&lt;input type=text /&gt;</code>) to only allow numeric keystrokes(plus '.')?</p>
",13370,Jangwenyi,347833,,7/21/2015 14:19,1/29/2017 6:44,HTML Text Input allow only Numeric input,<javascript><jquery><html><html5>,51,14,147,,12/12/2012 4:47
11832914,1,11832950,,8/6/2012 17:17,,1233,1022883,"<p>I'd like to round at at most 2 decimal places, but <em>only if necessary</em>.</p>

<p>Input:</p>

<pre><code>10
1.7777777
9.1
</code></pre>

<p>Output:</p>

<pre><code>10
1.78
9.1
</code></pre>

<p>How can I do this in JavaScript? </p>
",360705,,1438029,,1/17/2017 21:25,2/23/2017 23:55,Round to at most 2 decimal places,<javascript><decimal><rounding><decimal-point>,38,2,222,,
466345,1,466376,,1/21/2009 18:00,,931,1031856,"<p>Short and simple. I've got a huge list of date-times like this as strings:</p>

<pre><code>Jun 1 2005  1:33PM
Aug 28 1999 12:00AM
</code></pre>

<p>I'm going to be shoving these back into proper datetime fields in a database so I need to magic them into real datetime objects. </p>

<p>Any help (even if it's just a kick in the right direction) would be appreciated.</p>

<p>Edit: This is going through Django's ORM so I can't use SQL to do the conversion on insert.</p>
",12870,Oli,1433392,Ben Blank,6/11/2016 15:33,2/28/2017 17:37,Converting string into datetime,<python><datetime>,14,1,194,,
166221,1,,,10/3/2008 10:22,,2181,1033851,"<p>I would like to upload a file asynchronously with jQuery. This is my HTML:</p>

<pre><code>&lt;span&gt;File&lt;/span&gt;
&lt;input type=""file"" id=""file"" name=""file"" size=""10""/&gt;
&lt;input id=""uploadbutton"" type=""button"" value=""Upload""/&gt;
</code></pre>

<p>And here my <code>Jquery</code> code:</p>

<pre><code>$(document).ready(function () {
    $(""#uploadbutton"").click(function () {
        var filename = $(""#file"").val();

        $.ajax({
            type: ""POST"",
            url: ""addFile.do"",
            enctype: 'multipart/form-data',
            data: {
                file: filename
            },
            success: function () {
                alert(""Data Uploaded: "");
            }
        });
    });
});
</code></pre>

<p>Instead of the file being uploaded, I am only getting the filename. What can I do to fix this problem?</p>

<h3>Current Solution</h3>

<p>I am using the <a href=""http://malsup.com/jquery/form/#code-samples"" rel=""noreferrer"">jQuery Form Plugin</a> to upload files.</p>
",2138,Sergio del Amo,5371821,Chris Marasti-Georg,1/26/2016 8:31,2/5/2017 2:50,How can I upload files asynchronously?,<javascript><jquery><ajax><asynchronous><upload>,25,8,1276,,
224732,1,,,10/22/2008 7:14,,576,1034611,"<p>I have a database with account numbers and card numbers. I match these to a file to update any card numbers to the account number, so that I am only working with account numbers. </p>

<p>I created a view linking the table to the account/card database to return the Table ID and the related account number, and now I need to update those records where the ID matches with the Account Number.</p>

<p>This is the <code>Sales_Import</code> table, where the account number field needs to be updated:</p>

<pre><code>LeadID  AccountNumber
147         5807811235
150         5807811326
185         7006100100007267039
</code></pre>

<p>And this is the <code>RetrieveAccountNumber</code> table, where I need to update from:</p>

<pre><code>LeadID  AccountNumber
147         7006100100007266957
150         7006100100007267039
</code></pre>

<p>I tried the below, but no luck so far:</p>

<pre><code>UPDATE [Sales_Lead].[dbo].[Sales_Import] 
SET    [AccountNumber] = (SELECT RetrieveAccountNumber.AccountNumber 
                          FROM   RetrieveAccountNumber 
                          WHERE  [Sales_Lead].[dbo].[Sales_Import]. LeadID = 
                                                RetrieveAccountNumber.LeadID) 
</code></pre>

<p>It updates the card numbers to account numbers, but the account numbers gets replaced by NULL</p>
",,Boerseun,832136,Nigel Campbell,2/5/2013 21:50,1/2/2017 11:40,SQL update from one Table to another based on a ID match,<sql><sql-server><select><join><sql-update>,16,0,181,,
3296644,1,3296701,,7/21/2010 5:57,,438,1034884,"<p>Can CSS be used to hide the scroll-bar? How would you do this?</p>
",386263,,1922144,,11/29/2014 11:30,2/23/2017 15:31,Hiding the scrollbar on an HTML page,<css><browser><scrollbar>,17,3,119,,
6797984,1,6797990,,7/23/2011 3:08,,940,1035513,"<p>Is there any way to convert an entire user inputted string from uppercase, or even part uppercase to lowercase? </p>

<p>E.g. Kilometers --> kilometers.</p>
",858922,,541136,,8/24/2015 1:17,2/28/2017 22:49,How to convert string to lowercase in Python?,<python><string><unicode><uppercase><lowercase>,6,4,84,,
2757396,1,2757401,,5/3/2010 10:31,,514,1038229,"<p>How do I comment out a block of tags in XML?</p>

<p>I.e. How can I comment out <code>&lt;staticText&gt;</code> and everything inside it, in the code below?</p>

<pre><code>  &lt;detail&gt;
    &lt;band height=""20""&gt;
      &lt;staticText&gt;
        &lt;reportElement x=""180"" y=""0"" width=""200"" height=""20""/&gt;
        &lt;text&gt;&lt;![CDATA[Hello World!]]&gt;&lt;/text&gt;
      &lt;/staticText&gt;
    &lt;/band&gt;
  &lt;/detail&gt;
</code></pre>

<p>I could use <code>&lt;!-- staticText--&gt;</code> but that's just for single tags (as what I know), like <code>//</code> in Java and C. I would like something more like how <code>/** comment **/</code> can be used in Java and C, so I can comment out longer blocks of XML code.</p>
",213269,,213269,,5/3/2010 10:41,1/13/2017 18:38,How do I comment out a block of tags in XML?,<xml><comments>,6,2,70,,
9529078,1,9530204,,3/2/2012 6:36,,398,1044748,"<p>I know that Git tracks changes I make to my application, and it holds on to them until I commit the changes, but here's where I'm hung up:</p>

<p>When I want to revert to a previous commit I use: </p>

<pre><code>git reset --hard HEAD</code></pre>

<p>And Git returns:</p>

<pre><code>HEAD is now at 820f417 micro
</code></pre>

<p>How do I then revert the files on my hard drive back to that previous commit?</p>

<p>My next steps were:</p>

<pre><code>git add .
git commit -m ""revert""
</code></pre>

<p>But none of the files have changed on my hard drive...</p>

<p>What am I doing right/wrong?</p>
",1241571,,508666,,5/24/2015 1:59,1/11/2017 12:40,How do I use 'git reset --hard HEAD' to revert to a previous commit?,<git><head><git-reset><git-revert>,2,3,117,7/22/2014 3:33,
1014861,1,1014958,,6/18/2009 19:59,,1890,1047437,"<p>How do I select the <code>&lt;li&gt;</code> element that is a direct parent of the anchor element?</p>

<p>In example my CSS would be something like this:</p>

<pre><code>li &lt; a.active {
    property: value;
}
</code></pre>

<p>Obviously there are ways of doing this with JavaScript but I'm hoping that there is some sort of workaround that exists native to CSS Level 2.</p>

<p>The menu that I am trying to style is being spewed out by a CMS so I can't move the active element to the <code>&lt;li&gt;</code> element... (unless I theme the menu creation module which I'd rather not do).</p>

<p>Any ideas?</p>
",123415,,123415,,11/11/2016 23:15,2/20/2017 18:37,Is there a CSS parent selector?,<css><css-selectors>,25,14,314,,
589575,1,,,2/26/2009 7:59,,566,1048357,"<p>I'm looking for detailed information regarding the size of basic C++ types.
I know that it depends on the architecture (16 bits, 32 bits, 64 bits) and the compiler.</p>

<p>But are there any standards for C++?</p>

<p>I'm using Visual Studio 2008 on a 32-bit architecture. Here is what I get:</p>

<pre><code>char  : 1 byte
short : 2 bytes
int   : 4 bytes
long  : 4 bytes
float : 4 bytes
double: 8 bytes
</code></pre>

<p>I tried to find, without much success, reliable information stating the sizes of <code>char</code>, <code>short</code>, <code>int</code>, <code>long</code>, <code>double</code>, <code>float</code> (and other types I didn't think of) under different architectures and compilers.</p>
",2796,J&#233;r&#244;me,15168,Jonathan Leffler,5/6/2016 18:09,5/6/2016 18:09,"What does the C++ standard state the size of int, long type to be?",<c++><c++-faq>,24,11,293,,
3003145,1,,,6/9/2010 4:50,,768,1048645,"<p>How can I get the client IP address using PHP?</p>

<p>I want to keep record of the user who logged into my website through his/her IP address.</p>
",356170,,1306684,,2/23/2016 16:39,12/29/2016 15:18,How to get the client IP address in PHP?,<php><environment-variables><ip-address>,21,0,208,,
94591,1,94608,,9/18/2008 17:18,,1003,1048750,"<p>I can never remember the number. I need a memory rule.</p>
",15054,GillBates,3184087,JBB,10/5/2016 1:36,2/6/2017 22:21,What is the maximum value for an int32?,<integer>,39,12,154,,
53513,1,53522,,9/10/2008 6:20,,1835,1049429,"<p>For example, if passed the following:</p>

<pre><code>a = []
</code></pre>

<p>How do I check to see if <code>a</code> is empty?</p>
",4872,Ray Vega,100297,,4/18/2014 9:42,2/3/2017 18:34,Best way to check if a list is empty,<python><list>,26,3,304,,
9477906,1,9478035,,2/28/2012 7:20,,76,1055595,"<p>I want a regular expression to check that </p>

<blockquote>
  <p>a password must be eight characters including one uppercase letter, one special character and alphanumeric characters.</p>
</blockquote>

<p>And here is my validation expression which is for eight characters including one uppercase letter, one lowercase letter, and one number or special character.</p>

<pre><code>(?=^.{8,}$)((?=.*\d)|(?=.*\W+))(?![.\n])(?=.*[A-Z])(?=.*[a-z]).*$""
</code></pre>

<p>How I can write it for a password that must be eight characters including one uppercase letter, one special character and alphanumeric characters?</p>
",989290,,1862812,,9/22/2015 15:56,11/8/2015 2:40,"Password must be 8 characters including 1 uppercase letter, 1 special character, alphanumeric characters",<c#><regex>,8,10,24,,
153724,1,153785,,9/30/2008 16:01,,751,1060930,"<p>What I would like is a method to convert a double to a string which rounds using the half-up method - i.e. if the decimal to be rounded is 5, it always rounds up to the previous number. This is the standard method of rounding most people expect in most situations.</p>

<p>I also would like only significant digits to be displayed - i.e. there should not be any trailing zeroes.</p>

<p>I know one method of doing this is to use the <code>String.format</code> method:</p>

<pre><code>String.format(""%.5g%n"", 0.912385);
</code></pre>

<p>returns:</p>

<pre><code>0.91239
</code></pre>

<p>which is great, however it always displays numbers with 5 decimal places even if they are not significant: </p>

<pre><code>String.format(""%.5g%n"", 0.912300);
</code></pre>

<p>returns:</p>

<pre><code>0.91230
</code></pre>

<p>Another method is to use the <code>DecimalFormatter</code>:</p>

<pre><code>DecimalFormat df = new DecimalFormat(""#.#####"");
df.format(0.912385);
</code></pre>

<p>returns:</p>

<pre><code>0.91238
</code></pre>

<p>However as you can see this uses half-even rounding. That is it will round down if the previous digit is even. What I'd like is this:</p>

<pre><code>0.912385 -&gt; 0.91239
0.912300 -&gt; 0.9123
</code></pre>

<p>What is the best way to achieve this in Java?</p>
",12149,,18160,Blair Conrad,12/29/2016 17:02,3/1/2017 8:00,How to round a number to n decimal places in Java,<java><decimal><rounding><digits>,26,1,213,,
2835559,1,2835672,,5/14/2010 15:54,,636,1066524,"<p>I have this JSON in a file:</p>

<pre class=""lang-json prettyprint-override""><code>{
    ""maps"": [
        {
            ""id"": ""blabla"",
            ""iscategorical"": ""0""
        },
        {
            ""id"": ""blabla"",
            ""iscategorical"": ""0""
        }
    ],
    ""masks"": [
        ""id"": ""valore""
    ],
    ""om_points"": ""value"",
    ""parameters"": [
        ""id"": ""valore""
    ]
}
</code></pre>

<p>I wrote this script which prints all of the json text:</p>

<pre><code>json_data=open(file_directory).read()

data = json.loads(json_data)
pprint(data)
</code></pre>

<p>How can I parse the file and extract single values?</p>
",453712,,642572,,1/23/2017 8:57,1/23/2017 8:57,Parsing values from a JSON file using Python?,<python><json><parsing>,5,0,209,,
979975,1,979995,,6/11/2009 8:32,,615,1068394,"<p>I have a URL with some GET parameters as follows:</p>

<pre><code>www.test.com/t.html?a=1&amp;b=3&amp;c=m2-m3-m4-m5 
</code></pre>

<p>I need to get the whole value of <code>c</code>. I tried to read the URL, but I got only <code>m2</code>. How do I do this using JavaScript?</p>
",120457,,31493,,8/12/2016 18:25,3/3/2017 13:40,How to get the value from the GET parameters?,<javascript><url>,40,3,192,,
1672338,1,1672349,,11/4/2009 8:13,,426,1069205,"<p>Windows's Snipping tool can capture the screen, but sometimes I want to capture the screen after 5 seconds, such as taking an image being displayed by the webcam.  (run the script and smile at the camera, for example).</p>

<p>So in Ruby, I could do something like</p>

<pre><code>sleep 3
system('c:/windows/system32/SnippingTool.exe')
</code></pre>

<p>but not all computer has Ruby, so how do I do that in a .bat file?  (something that is runnable on most PC with Snipping tool).</p>

<p>The problem is that there is no ""sleep"" usable in a .bat file.</p>
",325418,,,,,11/3/2016 18:46,How to sleep for 5 seconds in Windows's Command Prompt? (or DOS),<windows><command-line><batch-file><sleep>,31,2,88,,
1128723,1,1128728,,7/15/2009 0:03,,1407,1070642,"<p>I have a <code>String[]</code> with values like so:</p>

<pre><code>public static final String[] VALUES = new String[] {""AB"",""BC"",""CD"",""AE""};
</code></pre>

<p>Given <code>String s</code>, is there a good way of testing whether <code>VALUES</code> contains <code>s</code>?</p>
",16534,,3453226,,8/28/2015 16:19,4/26/2016 15:11,How can I test if an array contains a certain value?,<java><arrays>,23,8,246,,
28098,1,28111,,8/26/2008 13:56,,396,1071769,"<p>How do I convert the value of a PHP variable to string?</p>

<p>I was looking for something better than concatenating with an empty string:</p>

<pre><code>$myText = $myVar . '';
</code></pre>

<p>Like the <code>ToString()</code> method in Java or .NET.</p>
",2680,,63550,,2/2/2014 10:10,1/25/2017 6:36,ToString() equivalent in PHP,<php><string>,23,1,47,,
6159900,1,6159912,,5/28/2011 5:44,,542,1077707,"<p>I'm used to doing <code>print &gt;&gt;f, ""hi there""</code></p>

<p>However, it seems that <code>print &gt;&gt;</code> is getting deprecated. What is the recommended way to do the line above?</p>

<p><b>Update</b>:
Regarding all those answers with <code>""\n""</code>...is this universal or Unix-specific? IE, should I be doing <code>""\r\n""</code> on Windows?</p>
",419116,,2867928,,12/14/2015 18:43,1/1/2017 21:19,Correct way to write line to file in Python,<python><file-io>,8,2,116,,
159521,1,159537,,10/1/2008 20:22,,1023,1078478,"<p>I mean 100+ MB big; such text files can push the envelope of editors.</p>

<p>I need to look through a large XML file, but cannot if the editor is buggy.</p>

<p>Any suggestions?</p>
",17865,Yuvi,164901,michaelpryor,3/14/2010 20:24,2/21/2017 8:58,"Text editor to open big (giant, huge, large) text files",<windows><xml><editor><text-editor><large-files>,2,22,352,1/27/2012 1:47,1/22/2010 9:44
1575141,1,,,10/15/2009 21:18,,1225,1081123,"<p>I have a layout with two columns - a left <code>div</code> and a right <code>div</code>.</p>

<p>The right <code>div</code> has a grey <code>background-color</code>, and I need it to expand vertically depending on the height of the user's browser window.  Right now the <code>background-color</code> ends at the last piece of content in that <code>div</code>. </p>

<p>I've tried <code>height:100%</code>, <code>min-height:100%;</code> etc.</p>
",190874,,1317805,,4/19/2015 17:10,2/14/2017 13:12,Make div 100% height of browser window,<html><css><height>,22,4,482,,
4216745,1,4216767,,11/18/2010 15:53,,536,1086601,"<p>Can somebody recommend the best way to convert a string in the format 'January 2, 2010' to a date in java?  Ultimately, I want to break out the month, the day, and the year as integers so that I can use:</p>

<pre><code>Date date = new Date();
date.setMonth()..
date.setYear()..
date.setDay()..
date.setlong currentTime = date.getTime();
</code></pre>

<p>to convert the date into time.</p>
",123891,,2053228,,2/4/2016 4:33,2/9/2017 9:05,Java string to date conversion,<java><string><date><time><data-conversion>,13,4,209,,
472906,1,10380166,,1/23/2009 13:39,,1641,1087521,"<p>How do I convert a <code>string</code> to a <code>byte[]</code> in .NET (C#) without manually specifying a specific encoding?</p>

<p>I'm going to encrypt the string. I can encrypt it without converting, but I'd still like to know why encoding comes to play here. Just give me the bytes is what I say.</p>

<p>Also, why should encoding be taken into consideration? Can't I simply get what bytes the string has been stored in? Why is there a dependency on character encodings?</p>
",45603,Vulcan Eager,63550,Dale Ragan,1/9/2017 1:15,1/9/2017 1:22,How do I get a consistent byte representation of strings in C# without manually specifying an encoding?,<c#><.net><string>,35,29,387,,
1135245,1,1135251,,7/16/2009 3:23,,958,1088164,"<p>I'm using the MySQL command line utility and can navigate through a database. Now I need to see a list of user accounts. How can I do this?</p>

<p>I'm using MySQL version <code>5.4.1</code>.</p>
",84916,,445131,,8/11/2013 20:54,2/21/2017 10:04,How to get a list of MySQL user accounts,<mysql><mysql5>,13,0,173,,
60174,1,60496,,9/12/2008 23:55,,2785,1088763,"<p>If user input is inserted without modification into an SQL query, then the application becomes vulnerable to <a href=""https://stackoverflow.com/a/332367/"">SQL injection</a>, like in the following example:</p>

<pre class=""lang-php prettyprint-override""><code>$unsafe_variable = $_POST['user_input']; 

mysql_query(""INSERT INTO `table` (`column`) VALUES ('$unsafe_variable')"");
</code></pre>

<p>That's because the user can input something like <code>value'); DROP TABLE table;--</code>, and the query becomes:</p>

<pre><code>INSERT INTO `table` (`column`) VALUES('value'); DROP TABLE table;--')
</code></pre>

<p>What can be done to prevent this from happening?</p>
",428190,Andrew G. Johnson,707111,user456814,10/1/2016 8:08,2/8/2017 14:25,How can I prevent SQL injection in PHP?,<php><mysql><sql><security><sql-injection>,28,0,2909,,11/5/2012 16:18
995183,1,995193,,6/15/2009 9:22,,711,1088921,"<p>I am creating a web page where I have an input text field in which I want to allow only numeric characters like (0,1,2,3,4,5...9) 0-9.</p>

<p>How can I do this using jQuery?</p>
",45261,,576831,,9/3/2011 22:13,9/22/2016 9:58,How to allow only numeric (0-9) in HTML  inputbox using jQuery?,<jquery><html><validation><numeric>,60,15,284,,1/19/2012 0:17
